loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,open_acc,pub_rec,revol_bal,revol_util,total_acc,actual_default,predicted_prob
14400,1,18.24,D,19,5,1,48500.0,1,16.21,0.0,10.0,0.0,30723,78.2,19.0,0,0.65151614
3000,0,10.99,B,6,1,1,80000.0,4,19.31,4.0,6.0,0.0,1691,73.5,39.0,0,0.14809987
40000,1,7.34,A,3,1,1,350000.0,5,5.96,0.0,13.0,0.0,6114,16.0,30.0,0,0.36171007
6000,0,12.12,B,7,1,1,85000.0,2,20.61,0.0,16.0,0.0,29238,65.4,49.0,0,0.24517839
5600,0,21.49,D,19,11,4,20000.0,7,4.5,0.0,6.0,1.0,1032,7.5,7.0,0,0.6590055
15000,0,11.99,B,7,3,5,113500.0,2,4.99,0.0,5.0,0.0,12295,42.3,10.0,0,0.216455
2000,0,9.49,B,6,4,5,60000.0,9,11.42,0.0,12.0,1.0,5272,27.0,29.0,0,0.31686053
21000,0,13.66,C,12,10,4,114000.0,2,27.36,1.0,16.0,0.0,30804,68.5,48.0,0,0.5292381
13000,0,7.9,A,3,2,5,65000.0,1,16.17,0.0,17.0,0.0,14154,57.3,32.0,0,0.22026871
15000,1,8.18,B,5,1,1,60000.0,4,5.14,0.0,11.0,0.0,8410,31.1,20.0,0,0.38639772
28550,1,20.99,E,23,2,1,65000.0,2,30.02,0.0,12.0,0.0,26870,76.1,29.0,0,0.7416389
35000,1,12.62,C,10,0,1,80000.0,2,18.81,0.0,6.0,0.0,22726,60.1,16.0,0,0.50778574
12000,0,5.32,A,0,1,1,130000.0,6,7.52,0.0,10.0,0.0,5204,4.6,15.0,0,0.051631447
18950,1,27.79,F,29,1,5,80000.0,1,12.9,0.0,19.0,0.0,22669,90.0,19.0,1,0.79422885
12600,1,16.55,D,16,4,5,35000.0,2,12.96,0.0,8.0,0.0,13964,69.1,18.0,0,0.7570383
10000,0,7.89,A,4,3,1,120000.0,4,20.93,1.0,15.0,0.0,26339,41.5,58.0,0,0.3017734
10000,0,18.49,D,16,4,1,140000.0,2,12.72,1.0,8.0,0.0,6026,73.5,27.0,0,0.36229458
18000,0,11.14,B,6,6,1,73000.0,2,25.3,0.0,11.0,0.0,33599,88.2,28.0,0,0.25339708
14000,0,9.93,B,6,10,1,50000.0,1,25.47,0.0,7.0,0.0,23063,47.3,28.0,0,0.2539814
25000,1,11.39,B,7,3,1,96500.0,2,31.85,0.0,15.0,0.0,18784,37.0,30.0,0,0.53192675
14000,0,9.92,B,6,7,5,77000.0,2,5.84,0.0,3.0,0.0,13664,56.7,7.0,0,0.21577844
20000,0,14.65,C,14,10,5,82000.0,2,35.17,0.0,17.0,0.0,17251,31.9,22.0,0,0.66080093
3000,0,10.75,B,8,11,1,65000.0,4,9.07,4.0,3.0,0.0,2128,19.0,17.0,1,0.41844812
2000,0,14.99,C,13,0,5,30000.0,2,3.08,0.0,3.0,0.0,2386,55.5,5.0,0,0.51990724
10000,0,13.33,C,12,2,1,130000.0,4,19.46,0.0,12.0,0.0,3395,34.6,33.0,1,0.3940445
7800,0,17.86,D,19,1,1,90000.0,2,8.21,0.0,10.0,3.0,4098,45.5,30.0,0,0.45529732
10000,0,11.14,B,6,3,1,80000.0,2,13.91,0.0,8.0,1.0,6406,75.4,28.0,0,0.21507077
5000,0,11.49,B,9,4,5,180000.0,1,11.39,1.0,7.0,1.0,8762,60.8,12.0,0,0.51556915
10000,0,5.32,A,0,4,1,105000.0,2,27.63,0.0,31.0,0.0,34591,45.5,46.0,0,0.24435316
8000,0,11.44,B,8,3,1,70000.0,2,11.71,0.0,11.0,1.0,5348,53.5,31.0,0,0.40376917
2800,0,10.74,B,6,11,5,10368.0,1,14.7,0.0,13.0,0.0,2688,40.7,18.0,0,0.3938199
6000,0,13.18,C,12,6,5,55000.0,2,27.17,2.0,8.0,0.0,460,76.7,20.0,0,0.68983644
10000,0,7.89,A,4,1,4,50000.0,2,16.25,0.0,9.0,0.0,12536,53.6,26.0,0,0.25778514
10000,0,14.91,D,16,1,1,53000.0,4,13.09,0.0,6.0,0.0,2255,98.0,14.0,0,0.5261937
19025,0,17.27,D,17,7,4,56000.0,2,19.1,0.0,11.0,0.0,7009,40.1,28.0,1,0.60451484
14000,1,11.53,B,9,4,4,111500.0,2,18.1,1.0,17.0,0.0,11781,29.0,31.0,0,0.4787803
30000,0,11.44,B,8,3,5,115000.0,1,11.92,0.0,13.0,0.0,29730,79.7,33.0,0,0.38837314
35000,0,13.49,C,11,1,1,120000.0,1,16.34,0.0,8.0,0.0,44287,77.3,29.0,1,0.39185938
8500,0,7.9,A,3,3,4,325000.0,6,7.56,1.0,13.0,0.0,74925,48.8,26.0,0,0.16579576
6650,0,15.61,C,14,1,5,50000.0,11,3.79,1.0,7.0,0.0,3293,49.9,12.0,0,0.56198174
5600,0,15.31,C,11,2,5,45000.0,2,19.04,0.0,8.0,0.0,8281,66.8,8.0,0,0.42975843
28000,1,15.59,D,15,7,1,192000.0,2,10.71,0.0,7.0,0.0,48976,51.0,35.0,0,0.35068375
35000,1,12.99,C,11,5,1,130000.0,2,23.96,0.0,10.0,0.0,47685,70.6,24.0,0,0.4592072
6000,0,14.08,C,12,3,5,12000.0,1,25.0,0.0,7.0,0.0,6971,66.4,8.0,0,0.563761
12200,0,8.39,B,5,1,5,62000.0,2,16.88,0.0,9.0,1.0,13335,52.7,28.0,0,0.36279213
12000,1,14.99,C,13,4,1,35000.0,1,24.28,0.0,11.0,0.0,1198,5.1,22.0,0,0.6197229
24775,1,18.06,D,16,3,1,100000.0,2,29.51,0.0,10.0,2.0,10104,84.9,52.0,1,0.70461386
6000,0,7.26,A,3,0,4,25000.0,2,13.15,0.0,15.0,0.0,9815,16.1,17.0,1,0.189835
9600,0,6.24,A,1,1,1,120000.0,4,14.05,0.0,21.0,0.0,25759,42.0,30.0,0,0.14680469
4025,0,9.99,B,7,5,5,42629.28,2,10.87,0.0,5.0,1.0,2958,47.7,39.0,0,0.2304037
12000,0,13.99,C,12,3,1,45000.0,4,21.2,0.0,9.0,0.0,13840,45.0,24.0,1,0.47293624
11000,0,12.74,C,10,0,5,48000.0,2,21.29,0.0,11.0,0.0,7459,50.7,19.0,1,0.53737867
14825,0,15.61,C,12,0,4,55000.0,2,13.64,0.0,6.0,0.0,0,0.0,12.0,0,0.44017118
8000,0,13.65,C,10,1,4,75000.0,1,29.54,0.0,14.0,0.0,42172,87.7,19.0,0,0.40458983
12000,0,12.49,B,8,5,5,50000.0,2,12.9,0.0,10.0,0.0,5156,42.3,17.0,0,0.36144984
30000,0,7.39,A,3,2,1,135000.0,4,7.96,0.0,8.0,0.0,26044,55.2,15.0,0,0.15594566
21500,0,7.26,A,3,4,1,80000.0,1,35.28,0.0,16.0,0.0,21079,27.7,34.0,0,0.2526936
6400,0,12.99,B,9,7,5,32000.0,1,20.44,2.0,17.0,0.0,9968,53.9,30.0,1,0.5053077
3200,0,11.53,B,9,8,1,35000.0,9,36.89,0.0,10.0,0.0,32751,58.6,15.0,0,0.36551908
20000,0,7.62,A,2,7,1,210000.0,2,16.33,1.0,17.0,0.0,77027,76.8,34.0,0,0.1683722
12000,0,13.66,C,12,1,1,115000.0,2,8.82,2.0,8.0,0.0,5069,40.9,18.0,1,0.38084292
6000,0,9.17,B,6,10,5,36000.0,2,7.6,0.0,13.0,0.0,6499,74.7,24.0,0,0.30583024
25000,0,13.33,C,12,1,1,183000.0,6,22.74,0.0,25.0,0.0,237746,65.2,38.0,0,0.48704687
6400,0,14.08,C,12,1,1,105000.0,2,28.0,0.0,24.0,0.0,10731,50.1,49.0,0,0.42697227
5000,0,10.75,B,8,2,1,156000.0,4,7.76,0.0,10.0,1.0,15312,53.2,28.0,0,0.36945465
20675,1,23.99,F,26,9,1,45000.0,2,25.25,0.0,28.0,0.0,11848,70.9,37.0,1,0.84909767
8000,0,8.39,A,4,11,1,24000.0,1,26.5,0.0,8.0,0.0,8052,37.6,13.0,0,0.45276946
24000,1,15.8,C,12,0,1,132500.0,2,15.09,0.0,16.0,1.0,28950,66.4,31.0,0,0.33988714
6000,0,15.05,C,13,1,1,46000.0,2,2.01,0.0,13.0,3.0,2409,10.0,38.0,0,0.34646428
23500,1,22.47,E,24,5,1,53500.0,2,12.72,0.0,7.0,0.0,9807,86.0,11.0,0,0.74794
10000,0,24.99,E,23,2,5,37918.0,8,14.49,0.0,8.0,0.0,55,0.2,15.0,0,0.8098723
14000,1,22.39,E,20,1,5,127000.0,2,6.74,3.0,6.0,0.0,3183,44.2,12.0,1,0.7390275
4750,0,13.11,B,8,4,1,40500.0,2,24.65,0.0,11.0,0.0,11735,49.5,11.0,0,0.38487747
20675,1,15.88,C,13,1,1,100914.0,2,7.41,0.0,5.0,0.0,867,86.7,23.0,0,0.56701046
35000,1,18.54,E,20,10,5,105000.0,1,8.05,0.0,5.0,0.0,29975,100.9,5.0,1,0.6926216
30000,0,10.78,B,8,1,1,104000.0,2,15.87,0.0,15.0,0.0,21056,51.7,37.0,0,0.32603815
28000,0,6.92,A,3,10,5,228000.0,1,13.89,0.0,14.0,0.0,26916,55.6,21.0,0,0.24929284
6000,0,6.24,A,1,0,1,40000.0,4,15.06,0.0,13.0,0.0,4690,14.2,43.0,0,0.11808367
6000,0,10.91,B,8,1,5,55000.0,2,36.8,0.0,12.0,0.0,21267,60.1,27.0,0,0.52352154
5000,0,8.9,A,4,4,5,65000.0,12,20.13,0.0,12.0,0.0,6255,51.8,24.0,0,0.41625357
25000,1,13.8,C,13,0,1,105000.0,2,6.47,0.0,8.0,0.0,3534,10.0,34.0,0,0.3334449
12000,0,9.76,B,5,1,1,75000.0,2,21.51,0.0,9.0,0.0,29581,87.9,22.0,1,0.21668299
35000,1,20.75,E,21,0,1,110000.0,2,19.57,1.0,9.0,0.0,18884,72.0,23.0,0,0.654882
4000,0,7.49,A,3,2,5,35000.0,1,16.5,0.0,8.0,1.0,4182,24.7,14.0,0,0.1965473
15875,0,13.11,B,8,1,4,95000.0,2,25.01,0.0,13.0,0.0,46109,82.6,28.0,0,0.34823316
8400,0,18.85,D,17,5,5,109000.0,6,11.12,0.0,5.0,0.0,8272,91.9,16.0,0,0.4193962
7000,0,11.44,B,8,10,5,32000.0,1,33.31,0.0,11.0,1.0,6237,46.9,58.0,0,0.5346008
12175,0,17.99,D,16,2,1,38000.0,4,14.82,2.0,14.0,3.0,9897,30.8,19.0,0,0.70025
10000,0,7.49,A,3,1,1,144000.0,9,26.38,0.0,11.0,0.0,27975,53.5,38.0,0,0.30856228
30000,0,10.99,B,6,1,1,103000.0,2,33.25,0.0,19.0,0.0,31626,45.2,54.0,0,0.21995877
24000,1,11.99,B,9,4,1,40000.0,4,21.54,0.0,23.0,0.0,11436,31.2,36.0,0,0.62597454
20000,0,12.29,C,10,10,1,134000.0,2,13.89,1.0,13.0,0.0,80837,60.0,37.0,0,0.36949754
10000,0,5.32,A,0,5,1,158000.0,2,5.35,0.0,8.0,0.0,18427,40.1,19.0,0,0.085048236
35000,0,21.0,E,20,1,1,100000.0,2,6.68,1.0,7.0,0.0,4894,39.2,13.0,0,0.64482975
8000,0,15.31,C,14,3,1,38000.0,2,16.11,0.0,27.0,1.0,5722,40.9,40.0,1,0.6513696
6000,0,10.99,B,8,1,5,58000.0,12,18.62,0.0,3.0,0.0,16096,98.1,27.0,0,0.4197648
19200,0,12.79,C,10,6,1,78000.0,11,8.75,1.0,7.0,0.0,66577,44.8,8.0,1,0.62666845
7000,0,9.93,B,6,0,5,24000.0,2,18.15,0.0,16.0,1.0,10112,67.0,30.0,0,0.49372274
15000,0,14.83,D,17,2,1,60000.0,2,15.56,0.0,17.0,0.0,13467,34.7,44.0,0,0.5399063
25000,0,13.98,C,10,1,1,62000.0,2,21.66,0.0,10.0,0.0,31238,74.6,25.0,0,0.30266058
4000,0,7.89,A,4,0,5,90000.0,1,7.42,0.0,8.0,0.0,681,52.4,18.0,0,0.2856742
14000,1,19.03,D,17,4,1,90000.0,1,16.64,0.0,15.0,0.0,54739,68.1,27.0,0,0.5472012
8650,0,7.89,A,4,3,4,68000.0,7,14.98,1.0,16.0,0.0,4066,9.1,24.0,0,0.20995475
24000,0,15.88,C,13,4,5,120000.0,2,14.45,0.0,19.0,0.0,24354,63.4,24.0,1,0.5056735
6050,0,13.99,C,13,4,5,30000.0,2,14.96,0.0,8.0,0.0,2567,80.2,16.0,0,0.62036026
19000,0,8.24,B,5,1,5,80000.0,2,13.2,1.0,18.0,0.0,20264,45.5,29.0,1,0.39055365
28000,1,10.42,B,7,3,5,325000.0,2,13.99,0.0,8.0,0.0,39149,90.6,24.0,0,0.5579514
22425,1,24.5,F,27,1,1,78000.0,2,27.12,0.0,18.0,0.0,34655,83.7,50.0,0,0.7388042
3600,0,14.49,C,13,2,5,47000.0,6,18.51,0.0,14.0,0.0,1369,54.8,20.0,0,0.6418563
13950,0,13.35,C,11,8,1,60000.0,4,6.84,1.0,12.0,0.0,3809,33.7,33.0,0,0.445809
11475,1,21.67,E,24,0,5,40000.0,9,33.63,0.0,18.0,0.0,13066,44.4,24.0,1,0.8685778
16000,0,11.05,B,8,2,4,51500.0,1,25.61,0.0,5.0,0.0,395,5.9,16.0,0,0.36333156
35000,0,6.83,A,2,7,1,108000.0,2,14.51,0.0,21.0,0.0,30308,41.7,36.0,0,0.10987143
9600,0,11.53,B,9,1,5,33000.0,2,28.33,0.0,7.0,1.0,7466,62.2,24.0,0,0.5897349
15000,0,6.24,A,1,2,5,135000.0,1,11.92,0.0,11.0,0.0,15776,54.2,18.0,0,0.1415267
12000,1,14.46,C,13,1,5,115000.0,2,22.14,3.0,12.0,0.0,9812,73.0,30.0,0,0.657342
5500,0,12.29,C,10,1,1,31200.0,6,7.42,0.0,19.0,0.0,4632,16.0,39.0,0,0.33171675
9800,0,12.99,C,11,6,1,75000.0,2,11.33,0.0,8.0,1.0,6275,43.9,13.0,0,0.4321724
30000,0,8.39,B,5,10,4,81596.0,1,27.15,1.0,17.0,1.0,25096,34.3,37.0,0,0.41092274
6550,0,7.9,A,3,3,5,29500.0,11,7.65,0.0,3.0,0.0,1043,8.3,4.0,0,0.29213765
28000,0,15.61,D,15,3,1,76125.0,2,19.22,1.0,9.0,0.0,47545,79.6,17.0,0,0.38727817
15000,1,11.39,B,7,1,1,65000.0,1,28.84,0.0,14.0,0.0,45175,42.1,22.0,0,0.51515895
8000,0,14.49,C,13,2,5,38000.0,6,6.63,0.0,8.0,0.0,2512,30.3,9.0,0,0.61496335
30000,1,26.24,E,24,3,5,78000.0,2,25.21,0.0,14.0,0.0,14189,20.0,14.0,1,0.7946248
10500,1,20.49,E,23,2,5,30000.0,2,16.72,0.0,6.0,1.0,14366,84.0,15.0,1,0.8102455
6000,0,9.71,B,5,5,5,50000.0,4,10.03,1.0,10.0,0.0,1397,9.9,10.0,0,0.24406515
16000,0,10.49,B,7,0,5,80000.0,1,7.16,0.0,3.0,0.0,16832,42.1,9.0,0,0.31324485
11200,0,19.22,D,18,9,1,100000.0,2,14.22,6.0,10.0,0.0,97381,73.8,18.0,0,0.4149936
7700,0,9.75,B,7,2,5,35000.0,2,11.83,0.0,5.0,0.0,4627,25.8,5.0,1,0.29118377
20000,1,12.39,C,10,2,1,82000.0,2,9.62,0.0,8.0,0.0,18494,88.9,21.0,0,0.47416583
35000,1,21.85,D,19,0,5,67500.0,5,17.56,1.0,13.0,0.0,11296,18.8,17.0,0,0.77710605
16000,0,12.35,B,8,6,4,110000.0,1,6.37,0.0,10.0,1.0,15349,69.1,17.0,0,0.27453145
24000,0,9.99,B,7,2,1,92000.0,1,9.21,1.0,11.0,0.0,15918,63.4,27.0,0,0.31648582
25000,0,10.99,B,6,0,1,110000.0,2,22.47,0.0,24.0,0.0,13215,22.1,35.0,0,0.29309848
5000,0,12.49,B,8,0,1,109000.0,4,21.89,0.0,14.0,0.0,105021,75.5,41.0,0,0.36200753
25000,1,13.99,C,13,5,5,110000.0,2,9.08,0.0,5.0,0.0,21538,82.2,9.0,1,0.6070188
20000,1,15.41,D,15,3,5,65000.0,2,24.43,0.0,8.0,0.0,12141,45.0,31.0,1,0.7297538
10000,0,7.69,A,3,7,1,132000.0,2,19.31,0.0,25.0,0.0,58653,44.6,47.0,1,0.18593226
14500,0,17.77,D,15,2,5,72000.0,2,10.33,0.0,13.0,0.0,13234,88.2,29.0,0,0.46205518
20000,1,15.59,D,15,0,1,40000.0,2,23.31,0.0,18.0,0.0,11062,53.2,50.0,0,0.6397681
15000,0,13.11,B,8,3,5,75000.0,1,18.65,0.0,6.0,0.0,19622,85.3,9.0,0,0.33349326
35000,1,23.99,F,27,1,5,61140.0,2,45.77,0.0,22.0,0.0,11386,68.2,96.0,0,0.84945905
5000,0,17.77,D,15,11,1,42296.76,9,26.47,0.0,9.0,0.0,18768,52.3,23.0,0,0.52684295
10000,0,10.99,B,6,1,5,60000.0,9,4.96,0.0,9.0,0.0,7982,16.5,22.0,0,0.24970941
2400,0,12.59,C,11,0,5,35000.0,7,12.79,1.0,11.0,0.0,6569,9.3,19.0,0,0.31776646
12000,1,16.02,C,14,4,5,47500.0,1,27.06,0.0,25.0,1.0,13141,44.7,50.0,0,0.78382427
15000,0,8.18,B,5,6,4,42207.0,1,27.72,0.0,35.0,0.0,21781,86.8,49.0,0,0.38908303
5600,0,7.91,A,4,3,5,38000.0,1,22.68,0.0,10.0,0.0,6420,31.6,24.0,0,0.27951753
6000,0,14.09,B,9,1,5,60000.0,2,19.54,0.0,14.0,0.0,29356,49.7,23.0,0,0.42204237
4000,0,10.99,B,8,1,1,35000.0,1,5.73,1.0,5.0,0.0,4624,34.3,23.0,0,0.23966126
12000,1,26.24,E,24,1,1,92600.0,2,20.54,1.0,13.0,0.0,21019,42.9,22.0,0,0.64879155
35000,1,19.99,D,18,1,1,150000.0,1,29.97,3.0,23.0,0.0,51358,62.4,51.0,0,0.6923198
3000,0,17.09,D,15,0,5,50000.0,9,10.44,3.0,6.0,0.0,234,3.9,13.0,0,0.6491401
4000,0,13.65,C,10,7,1,80000.0,2,10.47,1.0,14.0,0.0,2506,16.2,18.0,0,0.35332826
11000,1,16.02,C,14,1,5,77800.0,2,22.26,0.0,13.0,1.0,7687,17.3,24.0,0,0.6287494
10500,0,17.77,D,15,11,1,30000.0,2,32.21,0.0,11.0,0.0,22721,92.4,21.0,1,0.5922773
11900,0,14.49,C,13,0,5,36000.0,2,31.1,0.0,9.0,1.0,7945,61.1,22.0,0,0.66637367
17500,0,16.99,D,17,10,4,160000.0,2,16.53,0.0,11.0,0.0,35110,77.5,27.0,1,0.5007531
6000,0,7.07,A,1,1,1,150000.0,2,2.9,0.0,37.0,0.0,10372,4.3,68.0,0,0.09054359
6000,0,13.49,C,11,1,1,162000.0,0,18.2,0.0,6.0,0.0,20726,103.1,13.0,0,0.29752573
35000,1,11.99,B,9,8,1,191000.0,4,5.86,0.0,7.0,0.0,3720,9.6,10.0,0,0.4828267
20800,0,11.99,C,10,1,5,80000.0,2,18.14,0.0,12.0,0.0,22480,58.7,31.0,0,0.49684253
35000,1,14.27,C,11,5,1,272000.0,2,8.54,0.0,11.0,0.0,9968,49.3,35.0,0,0.38878807
9600,0,9.99,B,7,1,4,31000.0,4,21.6,0.0,17.0,1.0,6721,26.4,38.0,0,0.44582498
3200,0,13.49,C,11,1,5,28200.0,2,12.34,0.0,14.0,3.0,3728,58.2,23.0,0,0.61551875
4000,0,8.49,B,5,11,4,60000.0,1,21.66,0.0,10.0,0.0,14070,45.8,27.0,0,0.4102355
20000,1,26.3,E,24,1,1,61000.0,2,23.06,0.0,9.0,2.0,12540,70.4,15.0,0,0.7491735
16475,0,12.35,B,8,2,1,38051.0,1,21.98,0.0,9.0,0.0,19326,76.1,22.0,0,0.3274436
2100,0,19.2,D,17,11,5,37848.0,9,20.7,0.0,8.0,0.0,16382,75.5,16.0,0,0.64646095
7200,0,9.49,B,6,1,4,55000.0,2,9.93,0.0,7.0,0.0,10699,50.9,14.0,0,0.27584657
21175,0,14.31,C,13,9,5,53000.0,2,14.38,0.0,7.0,0.0,12818,73.2,20.0,0,0.5806476
20000,1,16.99,D,17,11,5,61000.0,2,17.12,0.0,10.0,0.0,10723,61.3,13.0,1,0.841393
20000,1,17.57,D,16,8,5,55000.0,2,9.23,0.0,14.0,0.0,19536,43.6,24.0,1,0.71543926
11450,0,12.12,B,7,2,1,72000.0,1,17.83,1.0,20.0,0.0,28630,56.6,37.0,0,0.25991562
10375,0,13.11,B,8,11,1,30828.0,2,13.95,0.0,9.0,0.0,14966,47.2,33.0,0,0.5625107
13850,0,10.99,B,8,5,1,95000.0,2,11.96,0.0,11.0,1.0,16557,65.2,23.0,0,0.30820796
5475,0,14.64,C,12,1,1,47000.0,2,19.36,2.0,9.0,0.0,1210,33.0,18.0,0,0.47357103
1400,0,9.8,B,7,0,1,52000.0,2,20.01,0.0,9.0,0.0,16139,71.1,23.0,1,0.32636294
16525,0,15.59,D,15,1,5,46000.0,2,18.39,0.0,13.0,0.0,14481,71.0,42.0,0,0.5673579
23000,1,10.9,B,8,3,5,79000.0,2,32.4,0.0,18.0,0.0,7862,21.1,34.0,0,0.47931358
20000,1,12.62,C,10,9,1,125000.0,2,10.44,0.0,6.0,2.0,11059,91.4,11.0,0,0.5022335
10000,0,12.29,C,10,0,5,35000.0,2,25.41,0.0,15.0,0.0,6336,62.7,20.0,0,0.5695174
15000,0,7.89,A,4,8,1,80000.0,1,19.9,0.0,9.0,0.0,13534,93.3,31.0,0,0.20468639
18000,1,15.8,C,12,1,1,70000.0,2,12.12,1.0,10.0,0.0,9918,65.2,23.0,0,0.455763
12000,0,6.99,A,1,2,5,45000.0,1,14.21,0.0,13.0,0.0,8279,42.7,22.0,0,0.20890869
2400,0,9.92,B,6,1,1,80000.0,1,5.44,0.0,11.0,0.0,852,1.9,30.0,1,0.12059071
25000,1,14.08,C,12,0,1,85000.0,2,15.74,0.0,15.0,1.0,23372,50.3,20.0,1,0.57703036
15000,1,14.08,C,12,1,1,78000.0,2,21.06,0.0,13.0,0.0,23350,28.9,25.0,0,0.49679005
16000,0,9.67,B,5,6,5,75000.0,1,14.54,1.0,11.0,0.0,15473,40.6,27.0,0,0.28540123
4800,0,19.03,D,17,3,5,70000.08,9,23.4,0.0,19.0,0.0,30849,52.6,36.0,0,0.7062016
2000,0,14.31,C,13,11,5,25000.0,12,11.67,0.0,4.0,0.0,9540,83.0,6.0,0,0.6478407
6500,0,10.16,B,5,4,1,60000.0,2,12.38,0.0,10.0,0.0,3989,24.3,19.0,0,0.19450553
12375,1,21.99,F,25,1,1,49000.0,2,19.86,1.0,8.0,1.0,9198,67.0,24.0,1,0.6870914
26100,0,24.85,E,22,5,5,58000.0,2,25.33,0.0,16.0,1.0,13368,16.0,18.0,0,0.79186577
5000,0,7.39,A,3,1,1,51000.0,9,18.59,0.0,6.0,0.0,11619,58.7,46.0,0,0.22152379
8000,0,15.31,C,11,3,1,63000.0,1,16.72,0.0,12.0,0.0,8429,50.8,12.0,1,0.36812988
13000,0,5.32,A,0,3,1,61000.0,2,20.09,0.0,12.0,0.0,16245,29.4,26.0,0,0.08950438
15000,0,11.49,B,9,1,1,119361.0,2,26.91,2.0,20.0,0.0,32016,72.8,34.0,1,0.46745723
28000,0,7.39,A,3,1,1,100000.0,2,19.88,4.0,14.0,0.0,32296,66.3,28.0,0,0.29282865
35000,1,19.29,E,23,1,5,72800.0,2,14.85,0.0,6.0,0.0,24442,89.5,28.0,0,0.6920445
2400,0,15.22,C,12,1,5,9000.0,2,26.53,0.0,4.0,0.0,6472,52.2,5.0,0,0.43425536
14325,0,13.33,C,12,1,5,52000.0,1,11.1,0.0,7.0,0.0,23850,79.5,15.0,0,0.43926185
9600,0,16.02,C,14,9,1,66000.0,2,26.87,0.0,12.0,0.0,13246,86.0,25.0,1,0.5656158
11875,1,15.77,D,15,1,4,43000.0,2,26.96,0.0,8.0,0.0,4076,35.4,20.0,1,0.6559655
35000,1,23.63,F,27,9,3,91000.0,1,18.91,1.0,11.0,0.0,16307,90.1,15.0,0,0.77928126
35000,1,17.57,D,18,5,5,400000.0,1,7.82,0.0,10.0,0.0,51761,88.3,17.0,1,0.63304174
24000,1,11.47,B,9,4,5,120000.0,2,26.22,0.0,9.0,0.0,8826,31.5,15.0,1,0.666494
28000,1,15.77,D,15,3,1,105000.0,2,31.83,0.0,20.0,1.0,22360,38.4,28.0,1,0.7077428
5000,0,11.47,B,9,0,1,37000.0,4,21.12,1.0,7.0,0.0,25331,96.7,14.0,1,0.5065653
19525,1,26.06,G,34,9,1,128749.0,2,17.85,0.0,10.0,0.0,8696,92.5,24.0,1,0.73001623
16025,1,11.99,B,9,1,1,55000.0,2,27.78,0.0,8.0,0.0,3623,33.2,21.0,0,0.5231596
7000,0,7.69,A,3,9,1,60000.0,2,9.1,0.0,8.0,0.0,8855,51.8,26.0,0,0.1405871
4800,0,12.69,C,11,9,5,40000.0,2,18.57,0.0,9.0,1.0,1091,18.8,15.0,0,0.5067045
12000,0,9.17,B,6,7,1,87763.0,4,8.29,0.0,31.0,1.0,3290,6.1,47.0,0,0.2012884
28000,0,8.19,A,4,4,1,95000.0,2,10.8,0.0,12.0,0.0,51527,68.2,37.0,0,0.17611577
7000,0,11.49,B,9,3,4,29000.0,2,25.79,0.0,15.0,0.0,6180,35.7,21.0,1,0.51596904
8400,0,16.55,D,16,1,1,42000.0,2,11.49,0.0,7.0,0.0,4637,45.5,12.0,0,0.54237473
6500,0,9.17,B,6,0,5,50000.0,1,5.59,0.0,10.0,0.0,8442,28.5,15.0,0,0.29126734
20000,1,15.05,C,13,1,5,90000.0,2,15.38,0.0,12.0,0.0,15937,30.8,22.0,1,0.6047792
15000,0,5.32,A,0,1,1,105000.0,1,10.2,0.0,9.0,0.0,11849,62.7,19.0,0,0.091876686
9650,0,16.49,D,17,1,1,70000.0,2,19.46,0.0,10.0,1.0,10298,66.0,14.0,0,0.5514601
8500,0,8.18,B,5,1,1,65000.0,4,26.33,0.0,7.0,1.0,11660,37.4,23.0,0,0.1686044
12000,0,7.9,A,3,5,5,100000.0,2,18.2,0.0,13.0,0.0,27844,75.5,25.0,0,0.24122064
14500,1,25.83,G,31,11,1,61000.0,4,7.42,1.0,7.0,2.0,1499,26.8,30.0,0,0.7124927
4000,0,20.39,D,18,6,5,101037.0,1,23.71,0.0,14.0,0.0,33905,73.9,37.0,0,0.3687379
5000,0,10.78,B,8,1,1,100000.0,4,12.07,0.0,5.0,0.0,29846,99.2,11.0,0,0.32342798
20200,1,18.25,D,17,10,5,45000.0,2,21.79,0.0,6.0,0.0,3321,70.7,13.0,0,0.8004013
25000,0,5.31,A,0,1,1,75000.0,2,7.3,0.0,7.0,0.0,0,0.0,13.0,0,0.17691565
2400,0,17.76,D,15,8,5,55000.0,2,2.38,0.0,6.0,0.0,2915,48.6,8.0,0,0.36461505
15000,0,16.02,C,14,0,1,62000.0,2,14.69,0.0,12.0,0.0,14668,70.9,20.0,0,0.54598886
14000,1,30.79,G,30,3,5,89000.0,2,25.88,0.0,25.0,0.0,13425,37.9,32.0,1,0.78877944
5000,0,10.99,B,8,1,1,39000.0,2,30.65,0.0,10.0,0.0,2912,28.3,27.0,0,0.38603064
18000,0,7.62,A,2,1,1,65000.0,2,28.39,0.0,21.0,0.0,17479,35.3,43.0,0,0.18592598
20000,1,13.99,C,13,0,5,41000.0,2,38.14,0.0,13.0,0.0,24570,58.2,40.0,1,0.7294386
6000,0,8.19,A,4,1,1,60000.0,4,17.16,0.0,9.0,0.0,5443,16.0,35.0,0,0.15441453
5000,0,6.39,A,1,10,1,70000.0,2,15.38,0.0,12.0,0.0,3096,6.7,24.0,0,0.0774242
